raw_daily,raw_weekly,prefecture,date,pollen_harmonized_daily
13,6,Nara,2020.05.13,7.3450003
16,6,Nara,2020.05.14,9.0400009
6,6,Nara,2020.05.15,3.3900001
3,6,Nara,2020.05.16,1.6950001
9,7,Nara,2020.05.17,4.8760271
3,7,Nara,2020.05.18,1.6253424
16,7,Nara,2020.05.19,8.6684933
3,7,Nara,2020.05.20,1.6253424
3,7,Nara,2020.05.21,1.6253424
20,7,Nara,2020.05.22,10.835616
19,7,Nara,2020.05.23,10.293836
0,6,Nara,2020.05.24,0
10,6,Nara,2020.05.25,5.3809524
0,6,Nara,2020.05.26,0
17,6,Nara,2020.05.27,9.1476192
3,6,Nara,2020.05.28,1.6142857
10,6,Nara,2020.05.29,5.3809524
23,6,Nara,2020.05.30,12.376191
10,6,Nara,2020.05.31,5.5573773
11,6,Nara,2020.06.01,6.1131148
0,6,Nara,2020.06.02,0
24,6,Nara,2020.06.03,13.337705
10,6,Nara,2020.06.04,5.5573773
3,6,Nara,2020.06.05,1.6672131
3,6,Nara,2020.06.06,1.6672131
7,4,Nara,2020.06.07,4.1631579
7,4,Nara,2020.06.08,4.1631579
3,4,Nara,2020.06.09,1.7842107
7,4,Nara,2020.06.10,4.1631579
7,4,Nara,2020.06.11,4.1631579
0,4,Nara,2020.06.12,0
7,4,Nara,2020.06.13,4.1631579
7,4,Nara,2020.06.14,3.9549999
4,4,Nara,2020.06.15,2.26
11,4,Nara,2020.06.16,6.2149997
11,4,Nara,2020.06.17,6.2149997
3,4,Nara,2020.06.18,1.6949999
4,4,Nara,2020.06.19,2.26
0,4,Nara,2020.06.20,0
3,2,Nara,2020.06.21,1.5409091
8,2,Nara,2020.06.22,4.1090908
4,2,Nara,2020.06.23,2.0545454
4,2,Nara,2020.06.24,2.0545454
0,2,Nara,2020.06.25,0
0,2,Nara,2020.06.26,0
3,2,Nara,2020.06.27,1.5409091
3,1,Nara,2020.06.28,2.4214284
0,1,Nara,2020.06.29,0
0,1,Nara,2020.06.30,0
0,1,Nara,2020.07.01,0
4,1,Nara,2020.07.02,3.2285714
0,1,Nara,2020.07.03,0
0,1,Nara,2020.07.04,0
0,1,Nara,2020.07.05,0
17,1,Nara,2020.07.06,2.9106059
16,1,Nara,2020.07.07,2.7393937
0,1,Nara,2020.07.08,0
0,1,Nara,2020.07.09,0
0,1,Nara,2020.07.10,0
0,1,Nara,2020.07.11,0
17,2,Nara,2020.07.12,1.7953269
0,2,Nara,2020.07.13,0
18,2,Nara,2020.07.14,1.9009346
18,2,Nara,2020.07.15,1.9009346
36,2,Nara,2020.07.16,3.8018692
18,2,Nara,2020.07.17,1.9009346
0,2,Nara,2020.07.18,0
17,1,Nara,2020.07.19,2.9106059
0,1,Nara,2020.07.20,0
0,1,Nara,2020.07.21,0
0,1,Nara,2020.07.22,0
0,1,Nara,2020.07.23,0
16,1,Nara,2020.07.24,2.7393937
0,1,Nara,2020.07.25,0
0,1,Nara,2020.07.26,0
18,1,Nara,2020.07.27,1.3931507
0,1,Nara,2020.07.28,0
0,1,Nara,2020.07.29,0
18,1,Nara,2020.07.30,1.3931507
37,1,Nara,2020.07.31,2.8636987
0,1,Nara,2020.08.01,0
0,3,Nara,2020.08.02,0
19,3,Nara,2020.08.03,2.4773078
36,3,Nara,2020.08.04,4.6938462
19,3,Nara,2020.08.05,2.4773078
56,3,Nara,2020.08.06,7.3015385
0,3,Nara,2020.08.07,0
0,3,Nara,2020.08.08,0
0,2,Nara,2020.08.09,0
17,2,Nara,2020.08.10,2.233721
0,2,Nara,2020.08.11,0
69,2,Nara,2020.08.12,9.0662794
0,2,Nara,2020.08.13,0
0,2,Nara,2020.08.14,0
0,2,Nara,2020.08.15,0
0,1,Nara,2020.08.16,0
0,1,Nara,2020.08.17,0
0,1,Nara,2020.08.18,0
18,1,Nara,2020.08.19,2.9057143
0,1,Nara,2020.08.20,0
0,1,Nara,2020.08.21,0
17,1,Nara,2020.08.22,2.7442858
17,3,Nara,2020.08.23,1.8122642
0,3,Nara,2020.08.24,0
0,3,Nara,2020.08.25,0
73,3,Nara,2020.08.26,7.7820759
18,3,Nara,2020.08.27,1.9188678
0,3,Nara,2020.08.28,0
51,3,Nara,2020.08.29,5.4367929
0,1,Nara,2020.08.30,0
0,1,Nara,2020.08.31,0
19,1,Nara,2020.09.01,5.6500001
0,1,Nara,2020.09.02,0
0,1,Nara,2020.09.03,0
0,1,Nara,2020.09.04,0
0,1,Nara,2020.09.05,0
32,2,Nara,2020.09.06,4.1090908
0,2,Nara,2020.09.07,0
0,2,Nara,2020.09.08,0
37,2,Nara,2020.09.09,4.7511363
19,2,Nara,2020.09.10,2.4397726
0,2,Nara,2020.09.11,0
0,2,Nara,2020.09.12,0
17,1,Nara,2020.09.13,1.297973
0,1,Nara,2020.09.14,0
20,1,Nara,2020.09.15,1.527027
19,1,Nara,2020.09.16,1.4506757
0,1,Nara,2020.09.17,0
18,1,Nara,2020.09.18,1.3743243
0,1,Nara,2020.09.19,0
0,3,Nara,2020.09.20,0
52,3,Nara,2020.09.21,7.1080647
34,3,Nara,2020.09.22,4.6475806
38,3,Nara,2020.09.23,5.194355
0,3,Nara,2020.09.24,0
0,3,Nara,2020.09.25,0
0,3,Nara,2020.09.26,0
17,6,Nara,2020.09.27,1.9736301
100,6,Nara,2020.09.28,11.60959
0,6,Nara,2020.09.29,0
78,6,Nara,2020.09.30,9.055479
40,6,Nara,2020.10.01,4.6438355
39,6,Nara,2020.10.02,4.5277395
18,6,Nara,2020.10.03,2.0897262
17,5,Nara,2020.10.04,1.785316
78,5,Nara,2020.10.05,8.1914501
40,5,Nara,2020.10.06,4.2007437
20,5,Nara,2020.10.07,2.1003718
78,5,Nara,2020.10.08,8.1914501
19,5,Nara,2020.10.09,1.9953532
17,5,Nara,2020.10.10,1.785316
0,3,Nara,2020.10.11,0
62,3,Nara,2020.10.12,6.4870367
61,3,Nara,2020.10.13,6.3824072
39,3,Nara,2020.10.14,4.0805554
0,3,Nara,2020.10.15,0
0,3,Nara,2020.10.16,0
0,3,Nara,2020.10.17,0
19,2,Nara,2020.10.18,1.7598361
21,2,Nara,2020.10.19,1.9450819
21,2,Nara,2020.10.20,1.9450819
21,2,Nara,2020.10.21,1.9450819
20,2,Nara,2020.10.22,1.852459
0,2,Nara,2020.10.23,0
20,2,Nara,2020.10.24,1.852459
37,6,Nara,2020.10.25,5.2045646
41,6,Nara,2020.10.26,5.76722
82,6,Nara,2020.10.27,11.53444
20,6,Nara,2020.10.28,2.813278
41,6,Nara,2020.10.29,5.76722
0,6,Nara,2020.10.30,0
20,6,Nara,2020.10.31,2.813278
0,2,Nara,2020.11.01,0
20,2,Nara,2020.11.02,2.935065
36,2,Nara,2020.11.03,5.2831173
21,2,Nara,2020.11.04,3.0818183
0,2,Nara,2020.11.05,0
0,2,Nara,2020.11.06,0
0,2,Nara,2020.11.07,0
36,3,Nara,2020.11.08,3.9115384
0,3,Nara,2020.11.09,0
21,3,Nara,2020.11.10,2.2817307
41,3,Nara,2020.11.11,4.4548073
0,3,Nara,2020.11.12,0
20,3,Nara,2020.11.13,2.1730766
38,3,Nara,2020.11.14,4.1288457
37,3,Nara,2020.11.15,3.5837142
0,3,Nara,2020.11.16,0
20,3,Nara,2020.11.17,1.9371427
20,3,Nara,2020.11.18,1.9371427
40,3,Nara,2020.11.19,3.8742855
39,3,Nara,2020.11.20,3.7774284
19,3,Nara,2020.11.21,1.8402857
18,2,Nara,2020.11.22,2.0339999
0,2,Nara,2020.11.23,0
41,2,Nara,2020.11.24,4.6330004
20,2,Nara,2020.11.25,2.26
21,2,Nara,2020.11.26,2.3729999
0,2,Nara,2020.11.27,0
0,2,Nara,2020.11.28,0
0,0,Nara,2020.11.29,0
0,0,Nara,2020.11.30,0
21,0,Nara,2020.12.01,0
0,0,Nara,2020.12.02,0
0,0,Nara,2020.12.03,0
0,0,Nara,2020.12.04,0
0,0,Nara,2020.12.05,0
37,2,Nara,2020.12.06,4.2663269
41,2,Nara,2020.12.07,4.727551
0,2,Nara,2020.12.08,0
0,2,Nara,2020.12.09,0
0,2,Nara,2020.12.10,0
20,2,Nara,2020.12.11,2.3061225
0,2,Nara,2020.12.12,0
0,2,Nara,2020.12.13,0
0,2,Nara,2020.12.14,0
0,2,Nara,2020.12.15,0
0,2,Nara,2020.12.16,0
20,2,Nara,2020.12.17,2.8974357
0,2,Nara,2020.12.18,0
58,2,Nara,2020.12.19,8.4025631
0,1,Nara,2020.12.20,0
20,1,Nara,2020.12.21,1.8833332
0,1,Nara,2020.12.22,0
40,1,Nara,2020.12.23,3.7666664
0,1,Nara,2020.12.24,0
0,1,Nara,2020.12.25,0
0,1,Nara,2020.12.26,0
18,1,Nara,2020.12.27,2.825
0,1,Nara,2020.12.28,0
0,1,Nara,2020.12.29,0
0,1,Nara,2020.12.30,0
0,1,Nara,2020.12.31,0
0,1,Nara,2021.01.01,0
18,1,Nara,2021.01.02,2.825
5,4,Nara,2021.01.03,4.913043
7,4,Nara,2021.01.04,6.8782606
2,4,Nara,2021.01.05,1.9652172
5,4,Nara,2021.01.06,4.913043
2,4,Nara,2021.01.07,1.9652172
0,4,Nara,2021.01.08,0
2,4,Nara,2021.01.09,1.9652172
5,3,Nara,2021.01.10,3.8522727
2,3,Nara,2021.01.11,1.5409092
0,3,Nara,2021.01.12,0
3,3,Nara,2021.01.13,2.3113637
8,3,Nara,2021.01.14,6.1636367
2,3,Nara,2021.01.15,1.5409092
2,3,Nara,2021.01.16,1.5409092
7,4,Nara,2021.01.17,6.8782606
3,4,Nara,2021.01.18,2.9478259
5,4,Nara,2021.01.19,4.913043
2,4,Nara,2021.01.20,1.9652172
2,4,Nara,2021.01.21,1.9652172
0,4,Nara,2021.01.22,0
4,4,Nara,2021.01.23,3.9304345
4,6,Nara,2021.01.24,3.8742859
5,6,Nara,2021.01.25,4.8428569
0,6,Nara,2021.01.26,0
7,6,Nara,2021.01.27,6.7800002
5,6,Nara,2021.01.28,4.8428569
2,6,Nara,2021.01.29,1.937143
12,6,Nara,2021.01.30,11.622857
11,5,Nara,2021.01.31,9.416666
7,5,Nara,2021.02.01,5.992424
0,5,Nara,2021.02.02,0
2,5,Nara,2021.02.03,1.7121211
8,5,Nara,2021.02.04,6.8484845
3,5,Nara,2021.02.05,2.5681818
2,5,Nara,2021.02.06,1.7121211
6,12,Nara,2021.02.07,5.4240003
10,12,Nara,2021.02.08,9.04
10,12,Nara,2021.02.09,9.04
5,12,Nara,2021.02.10,4.52
16,12,Nara,2021.02.11,14.464
10,12,Nara,2021.02.12,9.04
18,12,Nara,2021.02.13,16.271999
11,18,Nara,2021.02.14,9.6439657
17,18,Nara,2021.02.15,14.90431
25,18,Nara,2021.02.16,21.918102
12,18,Nara,2021.02.17,10.52069
12,18,Nara,2021.02.18,10.52069
15,18,Nara,2021.02.19,13.150863
24,18,Nara,2021.02.20,21.04138
66,66,Nara,2021.02.21,56.448162
100,66,Nara,2021.02.22,85.527519
88,66,Nara,2021.02.23,75.264214
55,66,Nara,2021.02.24,47.040138
40,66,Nara,2021.02.25,34.21101
44,66,Nara,2021.02.26,37.632107
43,66,Nara,2021.02.27,36.776836
27,43,Nara,2021.02.28,23.34395
65,43,Nara,2021.03.01,56.198399
55,43,Nara,2021.03.02,47.552494
50,43,Nara,2021.03.03,43.229538
49,43,Nara,2021.03.04,42.364948
21,43,Nara,2021.03.05,18.156404
14,43,Nara,2021.03.06,12.10427
46,31,Nara,2021.03.07,40.08408
41,31,Nara,2021.03.08,35.727116
41,31,Nara,2021.03.09,35.727116
10,31,Nara,2021.03.10,8.7139311
32,31,Nara,2021.03.11,27.884577
24,31,Nara,2021.03.12,20.913433
7,31,Nara,2021.03.13,6.099751
20,28,Nara,2021.03.14,17.577778
19,28,Nara,2021.03.15,16.698889
21,28,Nara,2021.03.16,18.456667
37,28,Nara,2021.03.17,32.518887
23,28,Nara,2021.03.18,20.214445
32,28,Nara,2021.03.19,28.124445
28,28,Nara,2021.03.20,24.608889
26,26,Nara,2021.03.21,22.205814
19,26,Nara,2021.03.22,16.227327
19,26,Nara,2021.03.23,16.227327
22,26,Nara,2021.03.24,18.789536
24,26,Nara,2021.03.25,20.497675
24,26,Nara,2021.03.26,20.497675
38,26,Nara,2021.03.27,32.454655
11,23,Nara,2021.03.28,9.6584454
22,23,Nara,2021.03.29,19.316891
24,23,Nara,2021.03.30,21.072973
20,23,Nara,2021.03.31,17.56081
33,23,Nara,2021.04.01,28.975336
26,23,Nara,2021.04.02,22.829054
12,23,Nara,2021.04.03,10.536487
18,20,Nara,2021.04.04,16.271999
15,20,Nara,2021.04.05,13.559999
22,20,Nara,2021.04.06,19.887999
18,20,Nara,2021.04.07,16.271999
20,20,Nara,2021.04.08,18.08
13,20,Nara,2021.04.09,11.752
19,20,Nara,2021.04.10,17.176001
11,11,Nara,2021.04.11,10.851587
15,11,Nara,2021.04.12,14.79762
3,11,Nara,2021.04.13,2.9595237
10,11,Nara,2021.04.14,9.8650789
8,11,Nara,2021.04.15,7.8920631
7,11,Nara,2021.04.16,6.9055552
9,11,Nara,2021.04.17,8.8785715
2,13,Nara,2021.04.18,1.9077921
16,13,Nara,2021.04.19,15.262337
8,13,Nara,2021.04.20,7.6311684
10,13,Nara,2021.04.21,9.5389605
25,13,Nara,2021.04.22,23.847403
2,13,Nara,2021.04.23,1.9077921
14,13,Nara,2021.04.24,13.354545
5,6,Nara,2021.04.25,4.2375002
15,6,Nara,2021.04.26,12.712499
5,6,Nara,2021.04.27,4.2375002
2,6,Nara,2021.04.28,1.6949999
4,6,Nara,2021.04.29,3.3899999
7,6,Nara,2021.04.30,5.9324994
2,6,Nara,2021.05.01,1.6949999
13,8,Nara,2021.05.02,13.057778
7,8,Nara,2021.05.03,7.0311112
2,8,Nara,2021.05.04,2.008889
4,8,Nara,2021.05.05,4.0177779
5,8,Nara,2021.05.06,5.022222
0,8,Nara,2021.05.07,0
14,8,Nara,2021.05.08,14.062222
0,4,Nara,2021.05.09,0
2,4,Nara,2021.05.10,1.9652172
2,4,Nara,2021.05.11,1.9652172
2,4,Nara,2021.05.12,1.9652172
10,4,Nara,2021.05.13,9.826086
0,4,Nara,2021.05.14,0
7,4,Nara,2021.05.15,6.8782606
0,3,Nara,2021.05.16,0
5,3,Nara,2021.05.17,3.6847823
2,3,Nara,2021.05.18,1.473913
0,3,Nara,2021.05.19,0
9,3,Nara,2021.05.20,6.6326084
7,3,Nara,2021.05.21,5.1586952
0,3,Nara,2021.05.22,0
4,3,Nara,2021.05.23,3.2285714
0,3,Nara,2021.05.24,0
5,3,Nara,2021.05.25,4.0357141
7,3,Nara,2021.05.26,5.6500001
0,3,Nara,2021.05.27,0
0,3,Nara,2021.05.28,0
5,3,Nara,2021.05.29,4.0357141
9,5,Nara,2021.05.30,7.9453125
0,5,Nara,2021.05.31,0
3,5,Nara,2021.06.01,2.6484375
10,5,Nara,2021.06.02,8.828125
5,5,Nara,2021.06.03,4.4140625
5,5,Nara,2021.06.04,4.4140625
0,5,Nara,2021.06.05,0
0,3,Nara,2021.06.06,0
10,3,Nara,2021.06.07,10.59375
2,3,Nara,2021.06.08,2.1187501
0,3,Nara,2021.06.09,0
2,3,Nara,2021.06.10,2.1187501
0,3,Nara,2021.06.11,0
2,3,Nara,2021.06.12,2.1187501
4,3,Nara,2021.06.13,3.5684214
7,3,Nara,2021.06.14,6.2447371
2,3,Nara,2021.06.15,1.7842107
2,3,Nara,2021.06.16,1.7842107
2,3,Nara,2021.06.17,1.7842107
0,3,Nara,2021.06.18,0
2,3,Nara,2021.06.19,1.7842107
2,3,Nara,2021.06.20,2.4214284
3,3,Nara,2021.06.21,3.6321428
0,3,Nara,2021.06.22,0
0,3,Nara,2021.06.23,0
2,3,Nara,2021.06.24,2.4214284
5,3,Nara,2021.06.25,6.0535712
2,3,Nara,2021.06.26,2.4214284
0,2,Nara,2021.06.27,0
0,2,Nara,2021.06.28,0
2,2,Nara,2021.06.29,2.0545454
2,2,Nara,2021.06.30,2.0545454
5,2,Nara,2021.07.01,5.1363635
2,2,Nara,2021.07.02,2.0545454
0,2,Nara,2021.07.03,0
15,1,Nara,2021.07.04,1.8423911
0,1,Nara,2021.07.05,0
16,1,Nara,2021.07.06,1.9652172
0,1,Nara,2021.07.07,0
0,1,Nara,2021.07.08,0
15,1,Nara,2021.07.09,1.8423911
0,1,Nara,2021.07.10,0
0,2,Nara,2021.07.11,0
0,2,Nara,2021.07.12,0
16,2,Nara,2021.07.13,2.2886076
0,2,Nara,2021.07.14,0
32,2,Nara,2021.07.15,4.5772152
0,2,Nara,2021.07.16,0
31,2,Nara,2021.07.17,4.4341774
0,1,Nara,2021.07.18,0
0,1,Nara,2021.07.19,0
17,1,Nara,2021.07.20,2.9106059
16,1,Nara,2021.07.21,2.7393937
0,1,Nara,2021.07.22,0
0,1,Nara,2021.07.23,0
0,1,Nara,2021.07.24,0
30,3,Nara,2021.07.25,4.0679998
32,3,Nara,2021.07.26,4.3392
32,3,Nara,2021.07.27,4.3392
0,3,Nara,2021.07.28,0
16,3,Nara,2021.07.29,2.1696
0,3,Nara,2021.07.30,0
15,3,Nara,2021.07.31,2.0339999
0,1,Nara,2021.08.01,0
16,1,Nara,2021.08.02,1.4124999
0,1,Nara,2021.08.03,0
32,1,Nara,2021.08.04,2.8249998
0,1,Nara,2021.08.05,0
16,1,Nara,2021.08.06,1.4124999
0,1,Nara,2021.08.07,0
15,2,Nara,2021.08.08,1.486842
14,2,Nara,2021.08.09,1.3877192
15,2,Nara,2021.08.10,1.486842
0,2,Nara,2021.08.11,0
28,2,Nara,2021.08.12,2.7754383
14,2,Nara,2021.08.13,1.3877192
28,2,Nara,2021.08.14,2.7754383
0,2,Nara,2021.08.15,0
44,2,Nara,2021.08.16,6.8109589
0,2,Nara,2021.08.17,0
0,2,Nara,2021.08.18,0
29,2,Nara,2021.08.19,4.4890409
0,2,Nara,2021.08.20,0
0,2,Nara,2021.08.21,0
0,2,Nara,2021.08.22,0
56,2,Nara,2021.08.23,8.9126749
0,2,Nara,2021.08.24,0
0,2,Nara,2021.08.25,0
15,2,Nara,2021.08.26,2.3873239
0,2,Nara,2021.08.27,0
0,2,Nara,2021.08.28,0
58,6,Nara,2021.08.29,7.5333338
47,6,Nara,2021.08.30,6.104598
78,6,Nara,2021.08.31,10.131035
32,6,Nara,2021.09.01,4.156322
31,6,Nara,2021.09.02,4.0264368
0,6,Nara,2021.09.03,0
15,6,Nara,2021.09.04,1.9482758
62,4,Nara,2021.09.05,8.2423525
31,4,Nara,2021.09.06,4.1211762
31,4,Nara,2021.09.07,4.1211762
31,4,Nara,2021.09.08,4.1211762
0,4,Nara,2021.09.09,0
15,4,Nara,2021.09.10,1.9941176
0,4,Nara,2021.09.11,0
0,4,Nara,2021.09.12,0
32,4,Nara,2021.09.13,4.7267971
15,4,Nara,2021.09.14,2.2156861
16,4,Nara,2021.09.15,2.3633986
32,4,Nara,2021.09.16,4.7267971
58,4,Nara,2021.09.17,8.5673189
0,4,Nara,2021.09.18,0
0,4,Nara,2021.09.19,0
45,4,Nara,2021.09.20,6.647058
62,4,Nara,2021.09.21,9.1581697
31,4,Nara,2021.09.22,4.5790849
0,4,Nara,2021.09.23,0
0,4,Nara,2021.09.24,0
15,4,Nara,2021.09.25,2.2156861
0,2,Nara,2021.09.26,0
16,2,Nara,2021.09.27,2.2886076
16,2,Nara,2021.09.28,2.2886076
0,2,Nara,2021.09.29,0
0,2,Nara,2021.09.30,0
32,2,Nara,2021.10.01,4.5772152
15,2,Nara,2021.10.02,2.1455696
31,5,Nara,2021.10.03,4.4910254
50,5,Nara,2021.10.04,7.2435894
50,5,Nara,2021.10.05,7.2435894
17,5,Nara,2021.10.06,2.4628203
16,5,Nara,2021.10.07,2.3179486
0,5,Nara,2021.10.08,0
31,5,Nara,2021.10.09,4.4910254
15,3,Nara,2021.10.10,1.7534482
16,3,Nara,2021.10.11,1.8703449
32,3,Nara,2021.10.12,3.7406898
0,3,Nara,2021.10.13,0
50,3,Nara,2021.10.14,5.8448277
0,3,Nara,2021.10.15,0
32,3,Nara,2021.10.16,3.7406898
0,4,Nara,2021.10.17,0
17,4,Nara,2021.10.18,2.2733729
0,4,Nara,2021.10.19,0
0,4,Nara,2021.10.20,0
17,4,Nara,2021.10.21,2.2733729
35,4,Nara,2021.10.22,4.6804733
100,4,Nara,2021.10.23,13.372782
0,2,Nara,2021.10.24,0
0,2,Nara,2021.10.25,0
51,2,Nara,2021.10.26,6.8607144
17,2,Nara,2021.10.27,2.2869048
0,2,Nara,2021.10.28,0
0,2,Nara,2021.10.29,0
16,2,Nara,2021.10.30,2.1523809
0,5,Nara,2021.10.31,0
51,5,Nara,2021.11.01,7.9162087
34,5,Nara,2021.11.02,5.2774725
31,5,Nara,2021.11.03,4.8118134
50,5,Nara,2021.11.04,7.7609892
0,5,Nara,2021.11.05,0
16,5,Nara,2021.11.06,2.4835165
0,2,Nara,2021.11.07,0
17,2,Nara,2021.11.08,3.8420002
0,2,Nara,2021.11.09,0
17,2,Nara,2021.11.10,3.8420002
0,2,Nara,2021.11.11,0
0,2,Nara,2021.11.12,0
16,2,Nara,2021.11.13,3.6159999
0,3,Nara,2021.11.14,0
0,3,Nara,2021.11.15,0
16,3,Nara,2021.11.16,2.3379312
50,3,Nara,2021.11.17,7.3060346
34,3,Nara,2021.11.18,4.9681039
16,3,Nara,2021.11.19,2.3379312
0,3,Nara,2021.11.20,0
15,1,Nara,2021.11.21,1.729592
0,1,Nara,2021.11.22,0
0,1,Nara,2021.11.23,0
0,1,Nara,2021.11.24,0
17,1,Nara,2021.11.25,1.9602041
17,1,Nara,2021.11.26,1.9602041
0,1,Nara,2021.11.27,0
16,2,Nara,2021.11.28,2.7815385
0,2,Nara,2021.11.29,0
33,2,Nara,2021.11.30,5.7369227
0,2,Nara,2021.12.01,0
0,2,Nara,2021.12.02,0
16,2,Nara,2021.12.03,2.7815385
0,2,Nara,2021.12.04,0
16,2,Nara,2021.12.05,3.6159999
0,2,Nara,2021.12.06,0
0,2,Nara,2021.12.07,0
0,2,Nara,2021.12.08,0
17,2,Nara,2021.12.09,3.8420002
17,2,Nara,2021.12.10,3.8420002
0,2,Nara,2021.12.11,0
0,1,Nara,2021.12.12,0
0,1,Nara,2021.12.13,0
0,1,Nara,2021.12.14,0
0,1,Nara,2021.12.15,0
0,1,Nara,2021.12.16,0
0,1,Nara,2021.12.17,0
33,1,Nara,2021.12.18,5.6499996
0,2,Nara,2021.12.19,0
50,2,Nara,2021.12.20,5.6500001
0,2,Nara,2021.12.21,0
17,2,Nara,2021.12.22,1.9210001
16,2,Nara,2021.12.23,1.808
0,2,Nara,2021.12.24,0
17,2,Nara,2021.12.25,1.9210001
0,1,Nara,2021.12.26,0
0,1,Nara,2021.12.27,0
16,1,Nara,2021.12.28,2.008889
0,1,Nara,2021.12.29,0
0,1,Nara,2021.12.30,0
14,1,Nara,2021.12.31,1.7577778
15,1,Nara,2022.01.01,1.8833334
0,0,Niigata,2017.12.31,0
0,0,Niigata,2018.01.01,0
0,0,Niigata,2018.01.02,0
0,0,Niigata,2018.01.03,0
0,0,Niigata,2018.01.04,0
2,0,Niigata,2018.01.05,0
0,0,Niigata,2018.01.06,0
0,1,Niigata,2018.01.07,0
0,1,Niigata,2018.01.08,0
0,1,Niigata,2018.01.09,0
0,1,Niigata,2018.01.10,0
2,1,Niigata,2018.01.11,2.0649998
2,1,Niigata,2018.01.12,2.0649998
0,1,Niigata,2018.01.13,0
0,1,Niigata,2018.01.14,0
2,1,Niigata,2018.01.15,1.3766665
0,1,Niigata,2018.01.16,0
2,1,Niigata,2018.01.17,1.3766665
0,1,Niigata,2018.01.18,0
0,1,Niigata,2018.01.19,0
2,1,Niigata,2018.01.20,1.3766665
2,2,Niigata,2018.01.21,2.0649998
2,2,Niigata,2018.01.22,2.0649998
2,2,Niigata,2018.01.23,2.0649998
0,2,Niigata,2018.01.24,0
2,2,Niigata,2018.01.25,2.0649998
0,2,Niigata,2018.01.26,0
0,2,Niigata,2018.01.27,0
0,3,Niigata,2018.01.28,0
0,3,Niigata,2018.01.29,0
0,3,Niigata,2018.01.30,0
3,3,Niigata,2018.01.31,3.379091
5,3,Niigata,2018.02.01,5.6318183
0,3,Niigata,2018.02.02,0
3,3,Niigata,2018.02.03,3.379091
2,4,Niigata,2018.02.04,1.9435294
2,4,Niigata,2018.02.05,1.9435294
0,4,Niigata,2018.02.06,0
3,4,Niigata,2018.02.07,2.9152939
5,4,Niigata,2018.02.08,4.8588233
2,4,Niigata,2018.02.09,1.9435294
3,4,Niigata,2018.02.10,2.9152939
0,6,Niigata,2018.02.11,0
3,6,Niigata,2018.02.12,3.0974998
2,6,Niigata,2018.02.13,2.0649998
7,6,Niigata,2018.02.14,7.2275
9,6,Niigata,2018.02.15,9.2924995
3,6,Niigata,2018.02.16,3.0974998
0,6,Niigata,2018.02.17,0
2,11,Niigata,2018.02.18,1.8171999
8,11,Niigata,2018.02.19,7.2687998
7,11,Niigata,2018.02.20,6.3601995
8,11,Niigata,2018.02.21,7.2687998
9,11,Niigata,2018.02.22,8.1773996
9,11,Niigata,2018.02.23,8.1773996
7,11,Niigata,2018.02.24,6.3601995
6,20,Niigata,2018.02.25,6.1949997
7,20,Niigata,2018.02.26,7.2275
10,20,Niigata,2018.02.27,10.325
15,20,Niigata,2018.02.28,15.487499
20,20,Niigata,2018.03.01,20.65
7,20,Niigata,2018.03.02,7.2275
15,20,Niigata,2018.03.03,15.487499
15,24,Niigata,2018.03.04,14.868
23,24,Niigata,2018.03.05,22.797602
22,24,Niigata,2018.03.06,21.8064
20,24,Niigata,2018.03.07,19.824001
6,24,Niigata,2018.03.08,5.9471998
6,24,Niigata,2018.03.09,5.9471998
8,24,Niigata,2018.03.10,7.9296002
30,100,Niigata,2018.03.11,30
45,100,Niigata,2018.03.12,45
64,100,Niigata,2018.03.13,64
100,100,Niigata,2018.03.14,100
96,100,Niigata,2018.03.15,96
38,100,Niigata,2018.03.16,38
40,100,Niigata,2018.03.17,40
41,41,Niigata,2018.03.18,40.363544
35,41,Niigata,2018.03.19,34.456684
27,41,Niigata,2018.03.20,26.580872
16,41,Niigata,2018.03.21,15.751627
17,41,Niigata,2018.03.22,16.736103
13,41,Niigata,2018.03.23,12.798197
23,41,Niigata,2018.03.24,22.642963
49,85,Niigata,2018.03.25,49.715172
55,85,Niigata,2018.03.26,55.802742
46,85,Niigata,2018.03.27,46.671387
76,85,Niigata,2018.03.28,77.109253
55,85,Niigata,2018.03.29,55.802742
36,85,Niigata,2018.03.30,36.525433
29,85,Niigata,2018.03.31,29.423267
32,36,Niigata,2018.04.01,33.271049
22,36,Niigata,2018.04.02,22.873844
19,36,Niigata,2018.04.03,19.754684
25,36,Niigata,2018.04.04,25.993008
23,36,Niigata,2018.04.05,23.913565
14,36,Niigata,2018.04.06,14.556084
8,36,Niigata,2018.04.07,8.3177624
13,20,Niigata,2018.04.08,13.095121
5,20,Niigata,2018.04.09,5.0365849
13,20,Niigata,2018.04.10,13.095121
7,20,Niigata,2018.04.11,7.0512185
14,20,Niigata,2018.04.12,14.102437
20,20,Niigata,2018.04.13,20.146339
10,20,Niigata,2018.04.14,10.07317
3,17,Niigata,2018.04.15,2.9666195
20,17,Niigata,2018.04.16,19.777464
5,17,Niigata,2018.04.17,4.944366
14,17,Niigata,2018.04.18,13.844225
13,17,Niigata,2018.04.19,12.85535
13,17,Niigata,2018.04.20,12.85535
3,17,Niigata,2018.04.21,2.9666195
15,11,Niigata,2018.04.22,15.143333
5,11,Niigata,2018.04.23,5.0477781
8,11,Niigata,2018.04.24,8.0764446
3,11,Niigata,2018.04.25,3.0286667
